absolute_g_mag, bp-rp, mass
-3.617,0.049,5.588
-3.638,0.079,5.588
-3.652,0.112,5.588
-3.659,0.151,5.588
-3.659,0.193,5.588
-3.654,0.242,5.588
-3.645,0.294,5.589
-3.632,0.351,5.589
-3.616,0.408,5.589
-3.597,0.465,5.589
-3.575,0.521,5.589
-3.55,0.579,5.589
-3.523,0.636,5.589
-3.494,0.693,5.589
-3.461,0.751,5.589
-3.426,0.81,5.589
-3.386,0.871,5.589
-3.34,0.933,5.589
-3.283,0.996,5.589
-3.212,1.058,5.59
-3.105,1.12,5.59
-3.015,1.163,5.59
-2.928,1.208,5.59
-2.881,1.237,5.59
-2.878,1.253,5.59
-2.902,1.298,5.59
-2.954,1.334,5.59
-3.028,1.368,5.59
-3.102,1.399,5.59
-3.187,1.432,5.591
-3.203,1.438,5.591
-3.227,1.446,5.591
-3.282,1.466,5.591
-3.293,1.471,5.591
-3.384,1.506,5.591
-3.464,1.539,5.592
-3.538,1.567,5.592
-3.616,1.597,5.593
-3.693,1.625,5.593
-3.769,1.655,5.594
-3.827,1.676,5.594
-3.875,1.696,5.595
-3.908,1.712,5.596
-3.869,1.688,5.602
-3.867,1.686,5.603
-3.799,1.654,5.61
-3.732,1.624,5.616
-3.668,1.596,5.621
-3.595,1.564,5.626
-3.519,1.536,5.631
-3.452,1.508,5.636
-3.378,1.477,5.642
-3.307,1.44,5.652
-3.276,1.385,5.669
-3.277,1.383,5.67
-3.37,1.339,5.681
-3.469,1.303,5.686
-3.564,1.266,5.689
-3.663,1.218,5.691
-3.744,1.161,5.692
-3.8,1.111,5.693
-3.843,1.066,5.694
-3.882,1.023,5.695
-3.919,0.977,5.695
-3.955,0.925,5.696
-3.998,0.851,5.697
-4.03,0.788,5.698
-4.059,0.726,5.7
-4.084,0.666,5.701
-4.105,0.615,5.702
-4.129,0.556,5.705
-4.149,0.509,5.709
-4.153,0.536,5.716
-4.162,0.579,5.726
-4.204,0.64,5.754
-4.209,0.684,5.763
-4.208,0.728,5.771
-4.196,0.784,5.776
-4.17,0.864,5.781
-4.14,0.94,5.785
-4.107,1.004,5.789
-4.07,1.059,5.792
-4.034,1.106,5.795
-3.982,1.16,5.797
-3.919,1.215,5.8
-3.853,1.264,5.802
-3.833,1.278,5.803
-3.763,1.318,5.806
-3.679,1.366,5.809
-3.62,1.404,5.812
-3.586,1.462,5.82
-3.626,1.508,5.823
-3.686,1.543,5.824
-3.689,1.545,5.824
-3.697,1.548,5.824
-3.707,1.553,5.824
-3.718,1.558,5.824
-3.727,1.561,5.824
-3.736,1.565,5.824
-3.747,1.57,5.824
-3.756,1.573,5.824
-3.76,1.574,5.824
-3.763,1.575,5.825
-3.767,1.576,5.825
-3.771,1.578,5.825
-3.774,1.58,5.825
-3.778,1.582,5.825
-3.782,1.583,5.825
-3.786,1.585,5.825
-3.789,1.586,5.825
-3.793,1.588,5.825
-3.798,1.589,5.825
-3.802,1.592,5.825
-3.806,1.594,5.825
-3.81,1.595,5.825
-3.814,1.598,5.825
-3.817,1.599,5.825
-3.822,1.603,5.825
-3.825,1.605,5.825
-3.825,1.605,5.825
-3.822,1.602,5.825
-3.819,1.601,5.825
-3.815,1.598,5.825
-3.819,1.601,5.825
-3.822,1.603,5.826
-3.825,1.605,5.826
-3.825,1.605,5.825
-3.826,1.605,5.825
-3.829,1.607,5.825
-3.831,1.61,5.825
-3.832,1.61,5.826
-3.836,1.613,5.826
-3.84,1.615,5.826
-3.841,1.617,5.826
-4.702,3.49,5.867
-4.468,3.794,5.868
-4.272,4.381,5.869
-4.24,4.468,5.869
-4.273,4.378,5.869
