absolute_g_mag,bp-rp,mass
-2.274,-0.33,3.947
-2.387,-0.334,4.012
-2.499,-0.339,4.076
-2.509,-0.339,4.08
-2.779,-0.352,4.195
-2.963,-0.356,4.291
-2.983,-0.356,4.301
-3.005,-0.356,4.313
-3.18,-0.36,4.404
-3.329,-0.362,4.486
-3.344,-0.362,4.494
-3.389,-0.363,4.518
-3.522,-0.367,4.595
-3.633,-0.371,4.658
-3.637,-0.37,4.661
-3.752,-0.372,4.719
-3.885,-0.373,4.782
-3.939,-0.374,4.808
-3.997,-0.375,4.834
-4.181,-0.375,4.916
-4.346,-0.376,4.985
-4.51,-0.376,5.051
-4.516,-0.375,5.054
-4.588,-0.375,5.081
-4.755,-0.374,5.141
-4.949,-0.373,5.205
-5.105,-0.371,5.252
-5.114,-0.371,5.254
-5.323,-0.365,5.305
-5.465,-0.361,5.338
-5.583,-0.359,5.364
-5.703,-0.356,5.391
-5.816,-0.353,5.414
-5.924,-0.348,5.436
-6.043,-0.342,5.457
-6.18,-0.334,5.475
-6.321,-0.326,5.492
-6.424,-0.323,5.507
-6.542,-0.317,5.521
-6.603,-0.313,5.528
-6.641,-0.311,5.531
-6.72,-0.307,5.538
-6.795,-0.302,5.544
-6.874,-0.298,5.55
-6.955,-0.294,5.555
-7.031,-0.29,5.561
-7.117,-0.283,5.566
-7.214,-0.273,5.571
-7.279,-0.267,5.574
-7.309,-0.265,5.575
-7.34,-0.262,5.576
-7.361,-0.26,5.577
-7.388,-0.259,5.578
-7.414,-0.259,5.578
-7.434,-0.257,5.579
-7.464,-0.256,5.58
-7.494,-0.254,5.581
-7.516,-0.253,5.582
-7.545,-0.252,5.582
-7.572,-0.249,5.583
-7.592,-0.248,5.584
-7.619,-0.247,5.585
-7.645,-0.245,5.585
-7.67,-0.243,5.586
-7.689,-0.242,5.586
-7.713,-0.24,5.587
-7.731,-0.239,5.588
-7.747,-0.238,5.589
-7.762,-0.236,5.59
-7.785,-0.235,5.591
-7.806,-0.233,5.592
-7.829,-0.232,5.594
-7.855,-0.231,5.595
-7.884,-0.229,5.597
-7.922,-0.226,5.599
-7.962,-0.223,5.602
-8.005,-0.219,5.605
-8.064,-0.21,5.609
-8.081,-0.215,5.627
-8.08,-0.217,5.631
-8.069,-0.22,5.635
-8.126,-0.209,5.633
-8.178,-0.2,5.631
-8.227,-0.192,5.631
-8.287,-0.189,5.631
-8.335,-0.19,5.631
-8.393,-0.19,5.632
-8.456,-0.187,5.632
-8.522,-0.182,5.632
-8.595,-0.175,5.632
-8.671,-0.162,5.632
-8.75,-0.148,5.631
-8.83,-0.139,5.63
-8.87,-0.135,5.629
-8.912,-0.132,5.628
-8.954,-0.127,5.628
-9,-0.122,5.627
-9.05,-0.116,5.627
-9.101,-0.111,5.628
-9.158,-0.104,5.628
-9.213,-0.094,5.628
-9.271,-0.076,5.628
-9.333,-0.054,5.628
-9.388,-0.047,5.628
-9.448,-0.004,5.628
-9.496,0.013,5.628
-9.537,0.02,5.628
-9.579,0.051,5.628
-9.619,0.09,5.628
-9.647,0.105,5.628
-9.75,0.228,5.628
-9.848,0.446,5.626
-9.906,0.698,5.619
-9.942,1.095,5.614
-9.934,1.481,5.617
-9.979,1.999,5.65
-10.09,2.458,5.723
-10.168,2.412,5.748
-10.208,2.319,5.758
-10.233,2.227,5.762
-10.252,2.139,5.764
-10.267,2.044,5.766
-10.281,1.949,5.767
-10.286,1.866,5.766
-10.286,1.77,5.763
-10.291,1.705,5.764
-10.297,1.619,5.764
-10.313,1.412,5.767
-10.331,1.133,5.77
-10.137,0.295,5.768
-9.869,0.018,5.77
-9.852,0.015,5.769
-9.822,0.006,5.769
-9.802,-0.004,5.769
-9.767,-0.029,5.769
-9.729,-0.048,5.769
-9.693,-0.054,5.769
-9.656,-0.064,5.769
-9.618,-0.078,5.769
-9.582,-0.088,5.768
-9.548,-0.097,5.768
-9.515,-0.103,5.768
-9.479,-0.107,5.768
-9.446,-0.111,5.767
-9.415,-0.114,5.767
-9.383,-0.118,5.767
-9.352,-0.121,5.766
-9.323,-0.124,5.766
-9.29,-0.127,5.765
-9.26,-0.131,5.765
-9.231,-0.133,5.764
-9.201,-0.137,5.764
-9.173,-0.139,5.763
-9.118,-0.144,5.762
-9.065,-0.149,5.761
-9.014,-0.158,5.76
-8.964,-0.167,5.759
-8.917,-0.174,5.759
-8.871,-0.18,5.758
-8.805,-0.185,5.757
-8.76,-0.188,5.756
-8.711,-0.19,5.756
-8.676,-0.19,5.756
-8.588,-0.19,5.755
-8.447,-0.206,5.754
-8.351,-0.222,5.755
-8.289,-0.228,5.755
-8.217,-0.234,5.756
-8.158,-0.238,5.756
-8.097,-0.243,5.756
-8.033,-0.247,5.755
-8.01,-0.249,5.755
-7.821,-0.26,5.753
-7.774,-0.263,5.753
-12.374,-1.375,5.749
-12.456,-1.508,5.746
-12.516,-1.601,5.744
-12.552,-1.662,5.74
-12.577,-1.721,5.733
-12.596,-1.768,5.728
-12.631,-1.819,5.727
-12.671,-1.88,5.726
-12.704,-1.927,5.726
-12.74,-1.985,5.724
-14.391,-4.423,5.737
-14.412,-4.462,5.735
-14.434,-4.511,5.731
-14.453,-4.551,5.729
-14.471,-4.588,5.727
-14.489,-4.624,5.725
-14.505,-4.659,5.723
-14.522,-4.695,5.721
-14.537,-4.73,5.719
-14.559,-4.779,5.716
-14.572,-4.811,5.714
-14.59,-4.852,5.711
-14.6,-4.878,5.709
-14.611,-4.902,5.707
-14.63,-4.942,5.704
-14.654,-4.993,5.701
-14.638,-5.062,5.698
-14.661,-5.1,5.698
-14.683,-5.135,5.697
-14.71,-5.178,5.697
-14.729,-5.209,5.697
-14.752,-5.244,5.696
-14.769,-5.27,5.696
-14.787,-5.3,5.696
-14.807,-5.331,5.696
-14.827,-5.362,5.696
-14.847,-5.395,5.695
-14.867,-5.425,5.695
-14.885,-5.455,5.694
-14.898,-5.477,5.694
-14.911,-5.503,5.692
-14.924,-5.553,5.684
-14.945,-5.599,5.681
-14.968,-5.64,5.679
-14.999,-5.687,5.68
-15.004,-5.693,5.68
-15.045,-5.746,5.683
-15.098,-5.808,5.688
-15.148,-5.862,5.693
-15.198,-5.915,5.7
-15.248,-5.966,5.706
-15.321,-6.041,5.716
-15.371,-6.091,5.723
-15.419,-6.141,5.729
-15.475,-6.196,5.737
-15.522,-6.244,5.744
-15.575,-6.296,5.751
-15.65,-6.37,5.762
-15.721,-6.438,5.772
-15.771,-6.488,5.779
-15.819,-6.537,5.786
-15.871,-6.591,5.792
